"VABC Liquor and Wines Price List Effective Date: April 01, 2017 - June 30, 2017",,,,,,
Description,Code,Brand,Size,Age,Proof,Price
TENNESSEE WHISKEY,26881,Jack Daniel's 150th Super Premium,1L,,100,$99.99 
TENNESSEE WHISKEY,832,Jack Daniel's Master Distiller,750ml,,86,$29.99 
TENNESSEE WHISKEY,26827,Jack Daniel's No. 7 Black Tennessee Whiskey,1L,,80,$32.99 
TENNESSEE WHISKEY,26828,Jack Daniel's No. 7 Black Tennessee Whiskey,1.75L,,80,$52.99 
TENNESSEE WHISKEY,26820,Jack Daniel's No. 7 Black Tennessee Whiskey,375ml,,80,$12.99 
TENNESSEE WHISKEY,26821,Jack Daniel's No. 7 Black Tennessee Whiskey,50ml,,80,$2.29 
TENNESSEE WHISKEY,26823,Jack Daniel's No. 7 Black Tennessee Whiskey,200ml,,80,$8.99 
TENNESSEE WHISKEY,26826,Jack Daniel's No. 7 Black Tennessee Whiskey,750ml,,80,$24.99 
TENNESSEE WHISKEY,804,Jack Daniel's Sinatra Select,1L,,90,$149.99 
TENNESSEE WHISKEY,367,Jack Daniel's Single Barrel - Barrel Proof,750ml,,125,$69.99 
TENNESSEE WHISKEY,26902,Jack Daniel's Single Barrel Tennessee Whiskey,50ml,,94,$4.49 
TENNESSEE WHISKEY,26907,Jack Daniel's Single Barrel Tennessee Whiskey,1L,,94,$58.99 
TENNESSEE WHISKEY,26906,Jack Daniel's Single Barrel Tennessee Whiskey,750ml,,94,$49.99 
CORN WHISKEY,27250,Balcones Baby Blue Corn Whiskey,750ml,,92,$42.99 
CORN WHISKEY,27279,Revelations Single Malt Corn,750ml,,95,$69.69 
CORN WHISKEY,27267,Springfield Scratch Corn Whiskey,750ml,,90,$28.99 
CORN WHISKEY,27298,Virginia Sweetwater Shiners Gold Moonshine 101 Pro,750ml,,101,$34.89 
CORN WHISKEY,27311,War Horn Whisky,750ml,,80,$34.89 
CORN WHISKEY,29503,War Horn Whisky (distillery Only),375ml,,85,$24.99 
CORN WHISKEY,27883,White Label Corn Whiskey,750ml,,100,$32.49 
STRAIGHT RYE WHISKEY,27080,(ri)1 Rye Whiskey,750ml,,92,$39.99 
STRAIGHT RYE WHISKEY,21248,1792 High Rye,750ml,,94.3,$39.99 
STRAIGHT RYE WHISKEY,11520,Alberta Dark Batch Rye Whiskey,750ml,,94,$29.99 
STRAIGHT RYE WHISKEY,27380,Angel's Envy Rye Whiskey,750ml,,100,$79.99 
STRAIGHT RYE WHISKEY,27000,Booker's Rye Whiskey,750ml,,136.2,$299.99 
STRAIGHT RYE WHISKEY,27022,Bulleit Rye,1.75L,,90,$60.99 
STRAIGHT RYE WHISKEY,27021,Bulleit Rye Whiskey,375ml,,45,$17.99 
STRAIGHT RYE WHISKEY,27025,Bulleit Rye Whiskey,750ml,,90,$33.99 
STRAIGHT RYE WHISKEY,10855,Canadian Club Rye Whisky,750ml,,80,$19.99 
STRAIGHT RYE WHISKEY,27488,Catoctin Creek Mosby's Spirit Rye Whiskey,750ml,,80,$29.49 
STRAIGHT RYE WHISKEY,27018,Catoctin Creek Roundstone Rye Whiskey 92 Proof,750ml,4YR,92,$52.79 
STRAIGHT RYE WHISKEY,27030,Catoctin Creek Roundstone Rye Whisky,750ml,,80,$45.09 
STRAIGHT RYE WHISKEY,27043,Copper Fox Rye Whiskey,750ml,,90,$44.99 
STRAIGHT RYE WHISKEY,10828,Crown Royal Northern Harvest Rye Whiskey,750ml,,90,$31.99 
STRAIGHT RYE WHISKEY,27101,E H Taylor Jr. Straight Rye Whiskey,750ml,,100,$59.99 
STRAIGHT RYE WHISKEY,27007,Filibuster Dual Cask Rye Whiskey,750ml,,90,$46.29 
STRAIGHT RYE WHISKEY,27031,Geo. Washington Straight Rye 2yr (distillery Only),375ml,,86,$187.99 
STRAIGHT RYE WHISKEY,27037,George Dickel Rye Whiskey,750ml,,90,$28.99 
STRAIGHT RYE WHISKEY,27033,George Washington Rye Whiskey (distlllery Only),375ml,,86,$97.99 
STRAIGHT RYE WHISKEY,27040,High West Whiskey Double Rye,750ml,,92,$40.99 
STRAIGHT RYE WHISKEY,27123,Hudson Manhattan Rye Whiskey,750ml,,92,$59.99 
STRAIGHT RYE WHISKEY,27122,Hudson Maple Cask Rye Whiskey,375ml,,92,$49.99 
STRAIGHT RYE WHISKEY,308,Jack Daniel's 4 Year Single Barrel Rye Whiskey,750ml,4YR,94,$54.99 
STRAIGHT RYE WHISKEY,27136,James E. Pepper 1776 Barrel Proof Rye Whiskey,750ml,,117,$38.59 
STRAIGHT RYE WHISKEY,27051,James E. Pepper 1776 Rye Whiskey,750ml,,100,$29.89 
STRAIGHT RYE WHISKEY,27058,Jim Beam Rye Whiskey,1.75L,,90,$43.99 
STRAIGHT RYE WHISKEY,27056,Jim Beam Rye Whiskey,750ml,,90,$22.99 
STRAIGHT RYE WHISKEY,11452,JP Wiser's Rye,750ml,,80,$19.99 
STRAIGHT RYE WHISKEY,11450,JP Wiser's Rye,50ml,,80,$0.99 
STRAIGHT RYE WHISKEY,27048,Knob Creek Rye Whiskey,750ml,,100,$33.99 
STRAIGHT RYE WHISKEY,27065,Lock Stock & Barrel 13 Year Rye Whiskey,750ml,,101,$99.99 
STRAIGHT RYE WHISKEY,27146,Lock Stock & Barrel 16 Yr Straight Rye Whiskey,750ml,,107,$149.99 
STRAIGHT RYE WHISKEY,11020,Lot 40,750ml,,86,$44.99 
STRAIGHT RYE WHISKEY,27062,Michter's Limited Release Single Barrel 10 Yr Rye,750ml,10YR,92.8,$131.19 
STRAIGHT RYE WHISKEY,27063,Michter's Us 1 Single Barrel Straight Rye,750ml,,84.8,$41.99 
STRAIGHT RYE WHISKEY,27147,Michter's Us-1 Barrel Strength Rye Whiskey,750ml,,108,$77.49 
STRAIGHT RYE WHISKEY,27066,Old Overholt,750ml,3YR,80,$22.99 
STRAIGHT RYE WHISKEY,27526,Old Potrero 18th Century Style Whiskey,750ml,,102.4,$72.89 
STRAIGHT RYE WHISKEY,27076,Old Potrero Straight Rye Whiskey,750ml,,97,$72.89 
STRAIGHT RYE WHISKEY,27114,Pikesville Rye 110 Proof,750ml,6YR,110,$49.99 
STRAIGHT RYE WHISKEY,27009,Rabble Rouser Straight Rye (distillery Only),750ml,,100,$135.99 
STRAIGHT RYE WHISKEY,27098,Rebel Yell Small Batch Rye,750ml,,90,$29.99 
STRAIGHT RYE WHISKEY,27079,Redemption Rye,750ml,,92,$32.99 
STRAIGHT RYE WHISKEY,27124,Russell's Reserve Single Barrel Rye,750ml,,104,$64.99 
STRAIGHT RYE WHISKEY,27162,Sagamore Spirit Rye Whiskey,750ml,,83,$44.99 
STRAIGHT RYE WHISKEY,27100,Sazerac Rye 6 Yr,750ml,,90,$29.99 
STRAIGHT RYE WHISKEY,27102,Templeton Rye Whiskey,750ml,4YR,80,$39.99 
STRAIGHT RYE WHISKEY,27143,Virgil Kaine Robber Baron Rye Whiskey,750ml,,91,$37.99 
STRAIGHT RYE WHISKEY,15180,Whistle Pig Straight Rye Whiskey,750ml,,100,$79.99 
STRAIGHT RYE WHISKEY,27145,Whistlepig 12 Year Old World Straight Rye Whiskey,750ml,12YR,86,$129.99 
STRAIGHT RYE WHISKEY,15320,Whistlepig Straight Rye Whiskey 15 Year,750ml,,92,$199.99 
STRAIGHT RYE WHISKEY,27126,Wild Turkey Russell's Reserve Rye,750ml,6YR,90,$44.99 
STRAIGHT RYE WHISKEY,27120,Wild Turkey Rye 81,750ml,,81,$25.99 
STRAIGHT RYE WHISKEY,27130,Woodford Reserve Rye,750ml,,90.4,$36.99 
MOONSHINE,73770,5 Mile Mountain Elderberry Moonshine,750ml,,80,$29.99 
MOONSHINE,86658,Appalachian Peach Pie Moonshine,750ml,,40,$25.79 
MOONSHINE,86659,Appalachian Strawberry Pie Moonshine,750ml,,40,$25.79 
MOONSHINE,72474,Belle Isle Coffee,750ml,,70,$24.99 
MOONSHINE,72469,Belle Isle Premium Grapefruit Moonshine,750ml,,70,$24.99 
MOONSHINE,72437,Belle Isle Premium Honey Habanero Moonshine,750ml,,35,$24.99 
MOONSHINE,72432,Belle Isle Premium Moonshine,750ml,,80,$24.99 
MOONSHINE,72456,Bird Dog Peppermint Moonshine,750ml,,80,$18.99 
MOONSHINE,72452,Bird Dog Peppermint Moonshine,50ml,,80,$1.19 
MOONSHINE,72667,Bondurant Brother's Moonshine,750ml,,94,$24.99 
MOONSHINE,27150,Butcher Holler Celebrity Moonshine,750ml,,50,$32.99 
MOONSHINE,86636,Dry Fork Fruit Moonshine With Strawberries,750ml,,80,$28.99 
MOONSHINE,27269,Dry Fork Moonshine,750ml,,100,$28.99 
MOONSHINE,86684,Firefly Apple Pie Mooneshine,750ml,,60.3,$19.99 
MOONSHINE,86686,Firefly Caramel Moonshine,750ml,,60,$19.99 
MOONSHINE,86681,Firefly Peach Moonshine,750ml,,60.9,$19.99 
MOONSHINE,27886,Franklin County's Finest First Sugar Rye,750ml,,90,$20.69 
MOONSHINE,86690,Full Throttle S'loonshine Platinum Moonshine,750ml,,80,$35.29 
MOONSHINE,27313,Georgia Moon Moonshine,200ml,,80,$3.99 
MOONSHINE,27326,Georgia Moon Moonshine,750ml,,80,$13.99 
MOONSHINE,27503,Georgia Moon Peach Moonshine,750ml,,70,$13.99 
MOONSHINE,27284,Hatfield & Mccoy Moonshine,750ml,,90,$27.79 
MOONSHINE,19032,Jim Beam Jacob's Ghost Moonshine,750ml,,80,$24.99 
MOONSHINE,76036,Midnight Moon Apple Pie Moonshine,750ml,,70,$22.99 
MOONSHINE,76042,Midnight Moon Blackberry Moonshine,750ml,,100,$22.99 
MOONSHINE,76044,Midnight Moon Blueberry Moonshine,750ml,,100,$22.99 
MOONSHINE,76038,Midnight Moon Cherry Moonshine,750ml,,100,$22.99 
MOONSHINE,76046,Midnight Moon Cranberry Moonshine,750ml,,100,$22.90 
MOONSHINE,76049,Midnight Moon Moonshine 100 Proof,750ml,,100,$22.99 
MOONSHINE,76032,Midnight Moon Moonshine 80 Proof,750ml,,80,$22.99 
MOONSHINE,76033,Midnight Moon Peach Moonshine,750ml,,70,$22.99 
MOONSHINE,76047,Midnight Moon Raspberry Moonshine,750ml,,90,$22.99 
MOONSHINE,76040,Midnight Moon Strawberry Moonshine,750ml,,100,$22.99 
MOONSHINE,76061,Moonpie Moonshine Chocolate,750ml,,50,$24.99 
MOONSHINE,76062,Moonpie Moonshine Vanilla,750ml,,53,$24.99 
MOONSHINE,86851,Ole Smoky Blue Flame Moonshine,750ml,,128,$24.99 
MOONSHINE,27764,Ole Smoky Blue Flame Moonshine,750ml,,128,$24.99 
MOONSHINE,86712,Ole Smoky Harley Davidson Roadhouse Charred,750ml,,103,$24.99 
MOONSHINE,86778,Ole Smoky Lemon Drop Moonshine,750ml,,65,$24.99 
MOONSHINE,86830,Ole Smoky Margarita Moonshine,750ml,,40,$24.99 
MOONSHINE,86785,Ole Smoky Mountain Apple Pie Moonshine,750ml,,70,$24.99 
MOONSHINE,86844,Ole Smoky Outsiders Farrell Shine,750ml,,70,$24.99 
MOONSHINE,86733,Ole Smoky Strawberry Moonshine,750ml,,40,$24.99 
MOONSHINE,86828,Ole Smoky Tennesee Moonshine Hunch Punch,50ml,,80,$2.99 
MOONSHINE,86747,Ole Smoky Tennesse Apple Pie Moonshine,750ml,,40,$24.99 
MOONSHINE,86752,Ole Smoky Tennesse Lemon Drop Moonshine,750ml,,80,$24.99 
MOONSHINE,86749,Ole Smoky Tennesse Moonshine Cherries,750ml,,40,$24.99 
MOONSHINE,27331,Ole Smoky Tennesse Original Moonshine,750ml,,100,$24.99 
MOONSHINE,86748,Ole Smoky Tennessee Moonshine Blackberry,750ml,,40,$24.99 
MOONSHINE,86751,Ole Smoky Tennessee Moonshine Hunch Punch,750ml,,80,$24.99 
MOONSHINE,86753,Ole Smoky Tennessee Peach Moonshine,750ml,,40,$24.99 
MOONSHINE,86829,Ole Smoky Tennessee White Lightning,50ml,,100,$2.99 
MOONSHINE,27439,Tim Smith's Climax Moonshine,750ml,,90,$31.99 
MOONSHINE,17284,Tim Smith's Climax Moonshine Fire #32,750ml,,80,$31.99 
MOONSHINE,27633,Virginia Lightning Apple Pie Moonshine,750ml,,50,$23.19 
MOONSHINE,27616,Virginia Lightning Cherry Moonshine,750ml,,50,$23.19 
MOONSHINE,27301,Virginia Lightning Moonshine,750ml,,90,$25.09 
MOONSHINE,27319,Virginia Lightning Moonshine,375ml,,100,$9.99 
MOONSHINE,27320,Virginia Lightning Moonshine,750ml,,100,$18.79 
MOONSHINE,27328,Virginia Sweetwater Moonshine,750ml,,85,$29.89 
BLENDED WHISKEY,22607,Aristocrat Whiskey,1L,,80,$9.69 
BLENDED WHISKEY,22608,Aristocrat Whiskey,1.75L,,80,$13.99 
BLENDED WHISKEY,22788,Beam's Eight Star Whiskey,1.75L,,80,$15.99 
BLENDED WHISKEY,23058,Breckenridge Distiller's High Proof Blend,750ml,,105,$59.99 
BLENDED WHISKEY,23268,Calvert Extra Whiskey,1.75L,,70,$17.49 
BLENDED WHISKEY,23308,Carstairs White Seal Whiskey,1.75L,4YR,80,$11.99 
BLENDED WHISKEY,23612,Filibuster Boondoggler,750ml,,90,$44.79 
BLENDED WHISKEY,23708,Fleischmann's Preferred Whiskey,1.75L,,80,$12.99 
BLENDED WHISKEY,24068,Haller's Reserve Whiskey,1.75L,,80,$14.99 
BLENDED WHISKEY,24248,Imperial Whiskey,1.75L,,80,$11.99 
BLENDED WHISKEY,19307,Kentucky Gentleman Whiskey (bourbon & Blend),1L,,80,$10.59 
BLENDED WHISKEY,19306,Kentucky Gentleman Whiskey (bourbon & Blend),750ml,,80,$8.99 
BLENDED WHISKEY,19304,Kentucky Gentleman Whiskey (bourbon & Blend),375ml,,80,$5.99 
BLENDED WHISKEY,19308,Kentucky Gentleman Whiskey (bourbon & Blend),1.75L,,80,$17.99 
BLENDED WHISKEY,24458,Kessler Whiskey,1.75L,,80,$16.99 
BLENDED WHISKEY,100067,Lord Calvert Canadian Ducks Unlimited Decanter,750ml,,80,$99.99 
BLENDED WHISKEY,25197,Paul Jones Whiskey,1L,,80,$9.69 
BLENDED WHISKEY,25194,Paul Jones Whiskey,375ml,,80,$4.49 
BLENDED WHISKEY,25196,Paul Jones Whiskey,750ml,,80,$7.99 
BLENDED WHISKEY,25198,Paul Jones Whiskey,1.75L,,80,$15.49 
BLENDED WHISKEY,25206,Paul Jones Whiskey,750ml,,86,$7.80 
BLENDED WHISKEY,25604,Seagram's 7 Crown Whiskey,375ml,,80,$8.49 
BLENDED WHISKEY,25606,Seagram's 7 Crown Whiskey,750ml,,80,$15.99 
BLENDED WHISKEY,25607,Seagram's 7 Crown Whiskey,1L,,80,$19.99 
BLENDED WHISKEY,25608,Seagram's 7 Crown Whiskey,1.75L,,80,$25.99 
BLENDED WHISKEY,25616,Seagram's 7 Crown Whiskey (traveler),750ml,,80,$15.99 
BLENDED WHISKEY,25648,Senator's Club Whiskey,1.75L,,86,$15.79 
BLENDED WHISKEY,25643,Senator's Club Whiskey,200ml,,86,$2.99 
BLENDED WHISKEY,25644,Senator's Club Whiskey,375ml,,86,$4.59 
BLENDED WHISKEY,25646,Senator's Club Whiskey,750ml,,86,$7.89 
BLENDED WHISKEY,25647,Senator's Club Whiskey,1L,,86,$9.69 
BLENDED WHISKEY,25636,Senator's Club Whiskey (plastic),750ml,,86,$7.89 
BLENDED WHISKEY,26006,Virgil Kaine Ashcat Bourbon,750ml,,91.2,$69.99 
BLENDED WHISKEY,22096,Wild Turkey Forgiven Whiskey,750ml,,91,$54.99 
WHISKEY,27861,Balcones 1 Texas Single Malt,750ml,,106,$79.99 
WHISKEY,27901,Bare Knuckle American Wheat Whiskey,750ml,,90,$35.99 
WHISKEY,27666,Bernheim Original Wheat Whiskey,750ml,,90,$26.99 
WHISKEY,17510,Clyde May's Whiskey,750ml,,85,$32.99 
WHISKEY,27482,Corsair Triple Smoke Small Batch Rum,750ml,,80,$53.99 
WHISKEY,27446,Defiant Whisky,750ml,,82,$38.99 
WHISKEY,28004,Dr. Stoner's Smoky Herb Whiskey,750ml,,84,$32.99 
WHISKEY,17830,Early Times PET,1.75L,,80,$21.99 
WHISKEY,17816,Early Times Whiskey,750ml,,80,$11.99 
WHISKEY,17821,Early Times Whiskey,50ml,,80,$1.39 
WHISKEY,17823,Early Times Whiskey,200ml,,80,$3.99 
WHISKEY,17824,Early Times Whiskey,375ml,,80,$6.49 
WHISKEY,17826,Early Times Whiskey,750ml,,80,$11.99 
WHISKEY,17827,Early Times Whiskey,1L,,80,$15.49 
WHISKEY,16246,Kopper Kettle Virginia Whiskey Bonded,750ml,4YR,100,$45.99 
WHISKEY,27500,Kopper Kettle Whiskey,750ml,3YR,86,$33.99 
WHISKEY,27601,Michter's US1 Sour Mash,750ml,,86,$41.99 
WHISKEY,27768,Murlarkey Clemoncy Whiskey,750ml,,80,$29.99 
WHISKEY,27542,Rogue Dead Guy Whiskey,750ml,,80,$45.10 
WHISKEY,27853,Tim Smith's Climax 'Wood Fired' Whiskey,750ml,,90,$34.99 
WHISKEY,27605,Tin Cup Whiskey,750ml,,84,$32.99 
WHISKEY,27904,Virginia Black,750ml,,80,$34.99 
WHISKEY,27600,Wasmund's Single Malt,750ml,,96,$44.99 
WHISKEY,27940,Westland American Single Malt Whiskey,750ml,,92,$74.99 
FLAVORED WHISKEY,27698,Bird Dog Apple Bourbon,750ml,,80,$18.99 
FLAVORED WHISKEY,27692,Bird Dog Apple Bourbon,50ml,,80,$1.19 
FLAVORED WHISKEY,145,Bird Dog Blackberry W/ Tervis Glass,750ml,,80,$18.99 
FLAVORED WHISKEY,27475,Bird Dog Blackberry Whiskey,750ml,,80,$18.99 
FLAVORED WHISKEY,27699,Bird Dog Chocolate Whiskey,50ml,,80,$1.19 
FLAVORED WHISKEY,27420,Bird Dog Cinnamon Whiskey,50ml,,80,$1.19 
FLAVORED WHISKEY,27426,Bird Dog Hot Cinnamon Flavored Whiskey,750ml,,80,$18.99 
FLAVORED WHISKEY,27807,Bird Dog Jalapeno Honey Flavored Whiskey,50ml,,80,$1.19 
FLAVORED WHISKEY,27815,Bird Dog Jalapeno Honey Whiskey,750ml,,80,$18.99 
FLAVORED WHISKEY,27418,Bird Dog Maple Flavored Whiskey,750ml,,80,$18.99 
FLAVORED WHISKEY,27412,Bird Dog Maple Whiskey,50ml,,80,$1.19 
FLAVORED WHISKEY,27434,Bird Dog Peach Whiskey,750ml,,80,$18.99 
FLAVORED WHISKEY,27891,Bird Dog Ruby Red Grapefruit Flavored Whiskey,50ml,,80,$1.19 
FLAVORED WHISKEY,27899,Bird Dog Ruby Red Grapefruit Flavored Whiskey,750ml,,80,$18.99 
FLAVORED WHISKEY,10550,Black Velvet Toasted Caramel Whiskey,750ml,,70,$12.99 
FLAVORED WHISKEY,77297,Blackback Honey Rye Whiskey,750ml,,70,$38.89 
FLAVORED WHISKEY,10580,Cabin Fever Maple Whiskey,50ml,,80,$1.49 
FLAVORED WHISKEY,27384,Chicken Cock Cherry Bounce Whiskey,750ml,,70,$18.99 
FLAVORED WHISKEY,27454,Cinerator Hot Cinnamon Whiskey,750ml,,91.1,$15.99 
FLAVORED WHISKEY,828,Cinerator Hot Cinnamon Whiskey,50ml,,91.1,$1.09 
FLAVORED WHISKEY,86626,Cold Spell Mint Whiskey,750ml,,70,$14.99 
FLAVORED WHISKEY,27438,Coldcock American Herbal Whiskey,750ml,,70,$22.99 
FLAVORED WHISKEY,10797,Crown Royal Honey Whiskey,750ml,,70,$28.99 
FLAVORED WHISKEY,10794,Crown Royal Honey Whiskey,50ml,,70,$2.99 
FLAVORED WHISKEY,10818,Crown Royal Maple Flavored Whiskey,750ml,,80,$28.99 
FLAVORED WHISKEY,10809,Crown Royal Regal Apple Whiskey,1.75L,,70,$58.99 
FLAVORED WHISKEY,10807,Crown Royal Regal Apple Whiskey,750ml,,70,$28.99 
FLAVORED WHISKEY,10805,Crown Royal Regal Apple Whiskey,375ml,,35,$17.99 
FLAVORED WHISKEY,10791,Crown Royal Vanilla,750ml,,70,$28.99 
FLAVORED WHISKEY,10788,Crown Royal Vanilla,50ml,,70,$2.99 
FLAVORED WHISKEY,10790,Crown Royal Vanilla,375ml,,70,$17.99 
FLAVORED WHISKEY,64888,Dewar's Highlander Honey,750ml,,80,$27.99 
FLAVORED WHISKEY,64887,Dewar's Highlander Honey Scotch,50ml,,80,$2.29 
FLAVORED WHISKEY,73695,Early Times Fire Eater Cinnamon Flavored Whiskey,750ml,,66,$15.90 
FLAVORED WHISKEY,73694,Early Times Fire Eater Cinnamon Whiskey,50ml,,66,$1.19 
FLAVORED WHISKEY,73715,Evan Williams Cherry Whiskey,750ml,,70,$14.49 
FLAVORED WHISKEY,73721,Evan Williams Fire Bourbon,750ml,,70,$14.49 
FLAVORED WHISKEY,73713,Evan Williams Honey Whiskey,375ml,,70,$7.99 
FLAVORED WHISKEY,73702,Evan Williams Honey Whiskey,750ml,,70,$14.49 
FLAVORED WHISKEY,73711,Evan Williams Honey Whiskey,1.75L,,70,$22.99 
FLAVORED WHISKEY,73729,Evan Williams Kentucky Cider,750ml,,34,$8.49 
FLAVORED WHISKEY,73748,Evan Williams Peach Bourbon,750ml,,70,$14.49 
FLAVORED WHISKEY,64868,Fireball Cinnamon Whiskey,1.75L,,66,$30.99 
FLAVORED WHISKEY,64861,Fireball Cinnamon Whisky,50ml,,66,$0.99 
FLAVORED WHISKEY,64866,Fireball Cinnamon Whisky,750ml,,66,$17.99 
FLAVORED WHISKEY,64864,Fireball Cinnamon Whisky,375ml,,66,$8.99 
FLAVORED WHISKEY,64867,Fireball Cinnamon Whisky,1L,,66,$20.99 
FLAVORED WHISKEY,100015,Fireball Cinnamon Whisky,3.5L,,66,$59.99 
FLAVORED WHISKEY,64865,Fireball Cinnamon Whisky (plastic),750ml,,66,$17.99 
FLAVORED WHISKEY,158,J.daniel Tin Honey & J. Daniel Tin Fire,750ml,,70,$24.99 
FLAVORED WHISKEY,86670,Jack Daniel's Honey Tennessee Whiskey,750ml,,70,$24.99 
FLAVORED WHISKEY,86669,Jack Daniel's Honey Tennessee Whiskey,375ml,,70,$12.99 
FLAVORED WHISKEY,86672,Jack Daniel's Honey Tennessee Whiskey,1L,,70,$32.99 
FLAVORED WHISKEY,86673,Jack Daniel's Honey Tennessee Whiskey,1.75L,,70,$52.99 
FLAVORED WHISKEY,86694,Jack Daniel's Tennessee Fire,1.75L,,70,$45.99 
FLAVORED WHISKEY,86698,Jack Daniel's Tennessee Fire,375ml,,70,$12.99 
FLAVORED WHISKEY,86692,Jack Daniel's Tennessee Fire,750ml,,70,$24.99 
FLAVORED WHISKEY,86691,Jack Daniel's Tennessee Fire,50ml,,70,$2.29 
FLAVORED WHISKEY,86707,Jeremiah Weed Sarsaparilla,750ml,,70.4,$17.99 
FLAVORED WHISKEY,27785,Jim Beam Apple,1.75L,,70,$29.99 
FLAVORED WHISKEY,27783,Jim Beam Apple Bourbon,750ml,,70,$17.49 
FLAVORED WHISKEY,27780,Jim Beam Apple Bourbon,50ml,,70,$1.49 
FLAVORED WHISKEY,100075,Jim Beam Flavor Pack,1.13L,,70,$26.29 
FLAVORED WHISKEY,27403,Jim Beam Honey Bourbon,1.75L,,70,$32.99 
FLAVORED WHISKEY,27409,Jim Beam Honey Bourbon,375ml,,70,$9.99 
FLAVORED WHISKEY,27410,Jim Beam Honey Bourbon,750ml,,70,$17.49 
FLAVORED WHISKEY,27408,Jim Beam Honey Bourbon,50ml,,70,$1.49 
FLAVORED WHISKEY,27682,Jim Beam Kentucky Fire Bourbon,750ml,,70,$17.49 
FLAVORED WHISKEY,27680,Jim Beam Kentucky Fire Bourbon,50ml,,70,$1.49 
FLAVORED WHISKEY,27685,Jim Beam Kentucky Fire Bourbon,1.75L,,70,$27.99 
FLAVORED WHISKEY,27392,Jim Beam Maple Bourbon,750ml,,70,$17.49 
FLAVORED WHISKEY,27390,Jim Beam Maple Bourbon,50ml,,70,$1.69 
FLAVORED WHISKEY,27604,Knob Creek Smoked Maple Bourbon,750ml,,90,$33.99 
FLAVORED WHISKEY,86631,Kopper Kettle Apple Whiskey,750ml,,80,$24.99 
FLAVORED WHISKEY,27709,Leopold Bros. New York Apple Whiskey,750ml,,80,$39.99 
FLAVORED WHISKEY,86821,Old Camp Peach Pecan Whiskey,750ml,,70,$19.99 
FLAVORED WHISKEY,62809,Old Forester Mint Julep,1L,,60,$21.99 
FLAVORED WHISKEY,86777,Pennington's Strawberry Rye Whiskey,750ml,,70,$22.99 
FLAVORED WHISKEY,86795,Pennington's Vanilla Rye,750ml,,70,$22.99 
FLAVORED WHISKEY,86833,Rebel Yell Ginger,50ml,,70,$0.99 
FLAVORED WHISKEY,86832,Rebel Yell Ginger,750ml,,70,$15.99 
FLAVORED WHISKEY,86835,Rebel Yell Root Beer Whiskey,50ml,,70,$0.99 
FLAVORED WHISKEY,86834,Rebel Yell Root Beer Whiskey,750ml,,70,$15.99 
FLAVORED WHISKEY,27551,Red Stag,1.75L,4YR,80,$32.99 
FLAVORED WHISKEY,27544,Red Stag,750ml,,70,$17.49 
FLAVORED WHISKEY,27543,Red Stag,50ml,,80,$1.49 
FLAVORED WHISKEY,27545,Red Stag,1L,4YR,70,$20.99 
FLAVORED WHISKEY,27404,Red Stag Hardcore Cider,50ml,,80,$1.69 
FLAVORED WHISKEY,27577,Red Stag Honey Tea,750ml,,80,$16.90 
FLAVORED WHISKEY,27549,Red Stag Whiskey (plastic),375ml,4YR,70,$9.99 
FLAVORED WHISKEY,14481,Revel Stoke Pumpkin Spiced Flavored Whisky,750ml,,70,$16.99 
FLAVORED WHISKEY,14487,Revel Stoke Roasted Pineapple,750ml,,70,$16.99 
FLAVORED WHISKEY,27554,Seagram's 7 Crown Dark Honey,750ml,,71,$15.99 
FLAVORED WHISKEY,27555,Seagram's 7 Crown Dark Honey,1L,,71,$19.99 
FLAVORED WHISKEY,27751,Seagram's Orchard Apple,750ml,,71,$15.99 
FLAVORED WHISKEY,11371,Serpent's Bite Apple Cider Flavored Whisky,750ml,,70,$15.99 
FLAVORED WHISKEY,11370,Serpent's Bite Apple Cider Flavored Whisky,50ml,,70,$1.69 
FLAVORED WHISKEY,86803,Southern Comfort Caramel,1L,,55,$19.99 
FLAVORED WHISKEY,86800,Southern Comfort Caramel,50ml,,55,$1.99 
FLAVORED WHISKEY,86884,Southern Comfort Whiskey,375ml,,70,$8.99 
FLAVORED WHISKEY,86886,Southern Comfort Whiskey,750ml,,70,$16.99 
FLAVORED WHISKEY,86881,Southern Comfort Whiskey,50ml,,70,$0.99 
FLAVORED WHISKEY,86887,Southern Comfort Whiskey,1L,,70,$20.99 
FLAVORED WHISKEY,86888,Southern Comfort Whiskey,1.75L,,70,$26.99 
FLAVORED WHISKEY,86883,Southern Comfort Whiskey,200ml,,70,$4.99 
FLAVORED WHISKEY,86885,Southern Comfort Whiskey (plastic),750ml,,70,$16.99 
FLAVORED WHISKEY,86914,Southern Comfort Whiskey 100 Proof,375ml,,100,$12.49 
FLAVORED WHISKEY,86916,Southern Comfort Whiskey 100 Proof,750ml,,100,$19.99 
FLAVORED WHISKEY,86918,Southern Comfort Whiskey 100 Proof,1.75L,,100,$34.99 
FLAVORED WHISKEY,15886,The Knot Liqueur,750ml,,100,$24.99 
FLAVORED WHISKEY,77966,Virgil Kaine Ginger Infused Bourbon,750ml,,80,$34.99 
FLAVORED WHISKEY,77779,Wild Turkey American Honey,1.75L,,71,$49.99 
FLAVORED WHISKEY,77776,Wild Turkey American Honey,750ml,,71,$24.99 
FLAVORED WHISKEY,77777,Wild Turkey American Honey,375ml,,71,$14.99 
