"VABC Liquor and Wines Price List Effective Date: April 01, 2017 - June 30, 2017",,,,,,
Description,Code,Brand,Size,Age,Proof,Price
VODKA (IMPORTED),34201,Ciroc Vodka,1.75L,,80,$69.99 
VODKA (IMPORTED),34197,Ciroc Vodka,375ml,,80,$19.99 
VODKA (IMPORTED),34122,Crystal Head Vodka,750ml,,80,$54.99 
VODKA (IMPORTED),36390,Crystal Head Vodka Aurora,750ml,,80,$64.99 
VODKA (IMPORTED),34065,Double Cross Vodka,750ml,,80,$32.99 
VODKA (IMPORTED),34188,Effen Vodka,750ml,,80,$29.99 
VODKA (IMPORTED),34326,Finlandia Vodka,750ml,,80,$17.99 
VODKA (IMPORTED),34327,Finlandia Vodka,1L,,80,$21.99 
VODKA (IMPORTED),34328,Finlandia Vodka,1.75L,,80,$29.99 
VODKA (IMPORTED),34366,Fris Vodka,750ml,,80,$9.99 
VODKA (IMPORTED),34368,Fris Vodka,1.75L,,80,$19.99 
VODKA (IMPORTED),100019,Grey Goose Luxury Pack,750ml,,80,$29.99 
VODKA (IMPORTED),34359,Grey Goose Vodka,200ml,,80,$11.99 
VODKA (IMPORTED),34425,Grey Goose Vodka,1.75L,,80,$69.99 
VODKA (IMPORTED),34433,Grey Goose Vodka,750ml,,80,$29.99 
VODKA (IMPORTED),34421,Grey Goose Vodka,50ml,,80,$3.99 
VODKA (IMPORTED),34422,Grey Goose Vodka,1L,,80,$45.99 
VODKA (IMPORTED),34423,Grey Goose Vodka,375ml,,80,$16.99 
VODKA (IMPORTED),35279,Hammer & Sickle Vodka,750ml,,80,$26.99 
VODKA (IMPORTED),34458,Ketel One,1.75L,,80,$44.99 
VODKA (IMPORTED),36374,Ketel One Commemorative Bottle 325,1L,,80,$36.49 
VODKA (IMPORTED),34451,Ketel One Vodka,50ml,,80,$2.99 
VODKA (IMPORTED),34454,Ketel One Vodka,375ml,,80,$17.49 
VODKA (IMPORTED),34456,Ketel One Vodka,750ml,,80,$29.99 
VODKA (IMPORTED),34457,Ketel One Vodka,1L,,80,$34.99 
VODKA (IMPORTED),36075,Kru 82 Vodka,750ml,,82,$14.99 
VODKA (IMPORTED),34598,Luksusowa Vodka,1.75L,,80,$22.99 
VODKA (IMPORTED),34596,Luksusowa Vodka,750ml,,80,$14.99 
VODKA (IMPORTED),34597,Luksusowa Vodka,1L,,80,$17.99 
VODKA (IMPORTED),34546,Pearl Vodka,750ml,,80,$13.39 
VODKA (IMPORTED),34543,Pearl Vodka,50ml,,80,$1.19 
VODKA (IMPORTED),34579,Pinnacle Vodka,750ml,,80,$12.99 
VODKA (IMPORTED),34698,Pinnacle Vodka,375ml,,80,$7.99 
VODKA (IMPORTED),35242,Pinnacle Vodka,1L,,80,$17.99 
VODKA (IMPORTED),34578,Pinnacle Vodka,1.75L,,80,$19.99 
VODKA (IMPORTED),34649,Pinnacle Vodka 100 proof,750ml,,100,$14.99 
VODKA (IMPORTED),35529,Pinnacle Vodka 100 Proof,1.75L,,100,$26.99 
VODKA (IMPORTED),35289,Pinnacle Vodka Traveler,750ml,,80,$12.99 
VODKA (IMPORTED),34753,Reyka Vodka,750ml,,80,$26.99 
VODKA (IMPORTED),35110,Russian Standard Vodka Original,1L,,80,$24.99 
VODKA (IMPORTED),35111,Russian Standard Vodka Original,1.75L,,80,$38.99 
VODKA (IMPORTED),35109,Russian Standard Vodka Original,750ml,,40,$19.99 
VODKA (IMPORTED),35427,Russian Standard Vodka Platinum,750ml,,80,$27.99 
VODKA (IMPORTED),34505,Sobieski Vodka,1L,,80,$15.99 
VODKA (IMPORTED),35213,Sobieski Vodka,1.75L,,80,$18.99 
VODKA (IMPORTED),33778,Spud Potato Vodka,750ml,,80,$25.10 
VODKA (IMPORTED),34729,Stolichnaya Elit,750ml,,80,$59.99 
VODKA (IMPORTED),36317,Stolichnaya Night Edition Premium Vodka,750ml,,80,$19.99 
VODKA (IMPORTED),34741,Stolichnaya Vodka,50ml,,80,$1.99 
VODKA (IMPORTED),34744,Stolichnaya Vodka,375ml,,80,$13.99 
VODKA (IMPORTED),34746,Stolichnaya Vodka,750ml,,80,$19.99 
VODKA (IMPORTED),34747,Stolichnaya Vodka,1L,,80,$25.99 
VODKA (IMPORTED),34748,Stolichnaya Vodka,1.75L,,80,$39.99 
VODKA (IMPORTED),36481,Svedka Vodka,200ml,,80,$5.59 
VODKA (IMPORTED),36482,Svedka Vodka,375ml,,80,$8.59 
VODKA (IMPORTED),34822,Svedka Vodka,200ml,,80,$5.59 
VODKA (IMPORTED),34819,Svedka Vodka,1L,,80,$18.99 
VODKA (IMPORTED),34817,Svedka Vodka,375ml,,80,$8.59 
VODKA (IMPORTED),34821,Svedka Vodka,1.75L,,80,$22.99 
VODKA (IMPORTED),34820,Svedka Vodka,750ml,,80,$14.99 
VODKA (IMPORTED),35435,Svedka Vodka (plastic),750ml,,80,$14.99 
VODKA (IMPORTED),34856,Tanqueray Sterling Vodka,750ml,,80,$16.99 
VODKA (IMPORTED),34857,Tanqueray Sterling Vodka,1L,,80,$19.99 
VODKA (IMPORTED),34858,Tanqueray Sterling Vodka,1.75L,,80,$24.99 
VODKA (IMPORTED),34855,Tanqueray Sterling Vodka 80 Proof (flask),375ml,,80,$9.99 
VODKA (IMPORTED),35296,Tenure Vodka,1.75L,,80,$23.99 
VODKA (IMPORTED),34919,Three Olives Vodka,1.75L,,80,$27.99 
VODKA (IMPORTED),34935,Three Olives Vodka,750ml,,80,$17.99 
FLAVORED VODKA,34014,Absolut Apeach Vodka,750ml,,80,$19.99 
FLAVORED VODKA,34015,Absolut Apeach Vodka,1L,,80,$25.99 
FLAVORED VODKA,34011,Absolut Apeach Vodka,50ml,,80,$1.99 
FLAVORED VODKA,33983,Absolut Berri Acai Vodka,750ml,,80,$19.99 
FLAVORED VODKA,34190,Absolut Cherrykran Vodka,750ml,,80,$19.99 
FLAVORED VODKA,33959,Absolut Chicago Vodka,750ml,,80,$19.99 
FLAVORED VODKA,33788,Absolut Cilantro Vodka,50ml,,80,$1.99 
FLAVORED VODKA,34029,Absolut Citron Vodka,1L,,80,$25.99 
FLAVORED VODKA,34030,Absolut Citron Vodka,750ml,,80,$19.99 
FLAVORED VODKA,34031,Absolut Citron Vodka,50ml,,80,$1.99 
FLAVORED VODKA,34032,Absolut Citron Vodka,1.75L,,80,$39.99 
FLAVORED VODKA,34034,Absolut Citron Vodka,375ml,,80,$11.99 
FLAVORED VODKA,33994,Absolut Grapevine Vodka,750ml,,80,$19.99 
FLAVORED VODKA,33466,Absolut Lime,50ml,,80,$0.99 
FLAVORED VODKA,33467,Absolut Lime,750ml,,80,$19.99 
FLAVORED VODKA,34114,Absolut Mandrin,375ml,,80,$11.99 
FLAVORED VODKA,34111,Absolut Mandrin Vodka,50ml,,80,$1.99 
FLAVORED VODKA,34116,Absolut Mandrin Vodka,750ml,,80,$19.99 
FLAVORED VODKA,34117,Absolut Mandrin Vodka,1L,,80,$25.99 
FLAVORED VODKA,34118,Absolut Mandrin Vodka,1.75L,,80,$39.99 
FLAVORED VODKA,35354,Absolut Mango Vodka,750ml,,80,$19.99 
FLAVORED VODKA,34037,Absolut Pears Vodka,1L,,80,$25.99 
FLAVORED VODKA,34036,Absolut Pears Vodka,750ml,,80,$19.99 
FLAVORED VODKA,34026,Absolut Peppar Vodka,750ml,,80,$19.99 
FLAVORED VODKA,34052,Absolut Raspberri Vodka,750ml,,80,$19.99 
FLAVORED VODKA,34053,Absolut Raspberri Vodka,50ml,,80,$1.99 
FLAVORED VODKA,34051,Absolut Raspberri Vodka,1L,,80,$25.99 
FLAVORED VODKA,34062,Absolut Ruby Red,50ml,,80,$1.99 
FLAVORED VODKA,34060,Absolut Ruby Red Vodka,1L,,80,$25.99 
FLAVORED VODKA,34061,Absolut Ruby Red Vodka,750ml,,80,$19.99 
FLAVORED VODKA,33689,Absolut Texas Vodka,750ml,,80,$19.99 
FLAVORED VODKA,34071,Absolut Vanilia Vodka,50ml,,80,$1.99 
FLAVORED VODKA,34078,Absolut Vanilia Vodka,1L,,80,$25.99 
FLAVORED VODKA,34076,Absolut Vanilia Vodka,750ml,,80,$19.99 
FLAVORED VODKA,35527,Bakon Vodka,750ml,,80,$24.99 
FLAVORED VODKA,39853,Beach Fuzz Vodka,750ml,,0,$24.99 
FLAVORED VODKA,33692,Belvedere Mango Passion Vodka,750ml,,80,$30.99 
FLAVORED VODKA,33528,Belvedere Wild Berry Vodka,750ml,,80,$30.99 
FLAVORED VODKA,40013,Burnett's Apple Berry Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,40010,Burnett's Apple Berry Vodka,50ml,,70,$0.99 
FLAVORED VODKA,3889,Burnett's Blackberry Vodka,50ml,,70,$1.09 
FLAVORED VODKA,41269,Burnett's Blueberry Vodka,1.75L,,35,$15.99 
FLAVORED VODKA,40022,Burnett's Cherry Limeade Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41301,Burnett's Cherry Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41300,Burnett's Cherry Vodka,1L,,70,$7.99 
FLAVORED VODKA,41326,Burnett's Citrus Vodka,750ml,,80,$6.99 
FLAVORED VODKA,41328,Burnett's Citrus Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41327,Burnett's Citrus Vodka,1L,,70,$7.99 
FLAVORED VODKA,41312,Burnett's Coconut Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41330,Burnett's Cranberry Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,39908,Burnett's Cucumber Lime Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41929,Burnett's Fruit Punch Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41278,Burnett's Grape Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41277,Burnett's Grape Vodka,1L,,70,$7.99 
FLAVORED VODKA,42070,Burnett's Hot Cinnamon Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41335,Burnett's Lime Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,40128,Burnett's Mango Pineapple Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,40125,Burnett's Mango Pineapple Vodka,50ml,,70,$1.09 
FLAVORED VODKA,41315,Burnett's Mango Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41852,Burnett's Orange Cream Flavored Vodka,1.75L,,70,$16.69 
FLAVORED VODKA,41338,Burnett's Orange Vodka,1.75L,,80,$15.99 
FLAVORED VODKA,41274,Burnett's Orange Vodka,375ml,,70,$4.99 
FLAVORED VODKA,41337,Burnett's Orange Vodka,1L,,70,$7.99 
FLAVORED VODKA,41292,Burnett's Peach Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41293,Burnett's Peach Vodka,1L,,70,$7.99 
FLAVORED VODKA,41415,Burnett's Pineapple Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41414,Burnett's Pineapple Vodka,1L,,70,$7.99 
FLAVORED VODKA,41062,Burnett's Pink Lemonade Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41063,Burnett's Pink Lemonade Vodka,50ml,,70,$0.99 
FLAVORED VODKA,41035,Burnett's Pink Lemonade Vodka,375ml,,70,$4.99 
FLAVORED VODKA,41061,Burnett's Pink Lemonade Vodka,1L,,70,$7.99 
FLAVORED VODKA,41221,Burnett's Pomegrante Vodka,1.75L,,35,$15.99 
FLAVORED VODKA,41318,Burnett's Raspberry Vodka,1.75L,,59.2,$15.99 
FLAVORED VODKA,41317,Burnett's Raspberry Vodka,1L,,70,$7.99 
FLAVORED VODKA,40148,Burnett's Ruby Red Grapefruit Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41308,Burnett's Sour Apple Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,40361,Burnett's Strawberry Banana Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,40358,Burnett's Strawberry Banana Vodka,50ml,,70,$1.09 
FLAVORED VODKA,41224,Burnett's Strawberry Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41225,Burnett's Strawberry Vodka,1L,,70,$7.99 
FLAVORED VODKA,41179,Burnett's Sweet Tea Vodka,1.75L,,60,$15.99 
FLAVORED VODKA,40365,Burnett's Tropical Fruit Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41339,Burnett's Vanilla Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41333,Burnett's Vanilla Vodka,1L,,70,$7.99 
FLAVORED VODKA,41322,Burnett's Watermelon Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,41321,Burnett's Watermelon Vodka,1L,,70,$7.99 
FLAVORED VODKA,42033,Burnett's Whipped Cream Vodka,1.75L,,70,$15.99 
FLAVORED VODKA,64725,Ciroc Amaretto,375ml,,70,$19.99 
FLAVORED VODKA,64719,Ciroc Amaretto,50ml,,70,$2.69 
FLAVORED VODKA,64727,Ciroc Amaretto,750ml,,70,$29.99 
FLAVORED VODKA,64509,Ciroc Apple Vodka,50ml,,70,$3.99 
FLAVORED VODKA,64512,Ciroc Apple Vodka,750ml,,70,$29.99 
FLAVORED VODKA,64511,Ciroc Apple Vodka,375ml,,70,$19.99 
FLAVORED VODKA,64744,Ciroc Coconut Vodka,1.75L,,70,$69.99 
FLAVORED VODKA,64741,Ciroc Coconut Vodka,375ml,,70,$19.99 
FLAVORED VODKA,64750,Ciroc Coconut Vodka,750ml,,70,$29.99 
FLAVORED VODKA,64911,Ciroc Mango,50ml,,35,$3.99 
FLAVORED VODKA,64711,Ciroc Peach Vodka,375ml,,70,$19.99 
FLAVORED VODKA,64714,Ciroc Peach Vodka,1.75L,,70,$69.99 
FLAVORED VODKA,64710,Ciroc Peach Vodka,50ml,,70,$2.29 
FLAVORED VODKA,64716,Ciroc Peach Vodka,750ml,,70,$29.99 
FLAVORED VODKA,64572,Ciroc Pineapple Vodka,375ml,,70,$19.99 
FLAVORED VODKA,64573,Ciroc Pineapple Vodka,750ml,,70,$29.99 
FLAVORED VODKA,64767,Ciroc Red Berry Vodka,1.75L,,70,$69.99 
FLAVORED VODKA,64762,Ciroc Red Berry Vodka,375ml,,70,$19.99 
FLAVORED VODKA,64761,Ciroc Red Berry Vodka,50ml,,70,$2.29 
FLAVORED VODKA,64755,Ciroc Red Berry Vodka,750ml,,70,$29.99 
FLAVORED VODKA,64924,Ciroc Summer Colada,750ml,,70,$36.99 
FLAVORED VODKA,40152,Deep Eddy Cranberry Vodka,750ml,,70,$18.99 
FLAVORED VODKA,40053,Deep Eddy Lemon Vodka,750ml,,70,$18.99 
FLAVORED VODKA,39922,Deep Eddy Peach Vodka,750ml,,70,$18.99 
FLAVORED VODKA,40327,Deep Eddy Ruby Red Grapefruit Vodka,750ml,,70,$18.99 
FLAVORED VODKA,40329,Deep Eddy Ruby Red Grapefruit Vodka,1.75L,,70,$29.99 
FLAVORED VODKA,40331,Deep Eddy Sweet Tea Vodka,750ml,,70,$18.99 
FLAVORED VODKA,36466,Effen Blood Orange Vodka,50ml,,75,$2.99 
FLAVORED VODKA,36468,Effen Blood Orange Vodka,750ml,,75,$29.99 
FLAVORED VODKA,34395,Effen Cucumber Vodka,750ml,,75,$29.99 
FLAVORED VODKA,34391,Effen Cucumber Vodka,50ml,,75,$3.49 
FLAVORED VODKA,36473,Effen Green Apple,750ml,,75,$29.99 
FLAVORED VODKA,36471,Effen Green Apple,50ml,,75,$2.99 
FLAVORED VODKA,35136,Finlandia Grapefruit Fusion Vodka,750ml,,70,$17.99 
FLAVORED VODKA,41124,Firefly Peach Tea Vodka,750ml,,70,$21.99 
FLAVORED VODKA,41991,Firefly Skinny Tea Vodka,750ml,,60,$16.99 
FLAVORED VODKA,41090,Firefly Sweet Tea Vodka,50ml,,70,$1.29 
FLAVORED VODKA,41210,Firefly Sweet Tea Vodka,1L,,70,$21.99 
FLAVORED VODKA,41209,Firefly Sweet Tea Vodka,750ml,,70,$16.99 
FLAVORED VODKA,41206,Firefly Sweet Tea Vodka,1.75L,,70,$29.99 
FLAVORED VODKA,39847,Ghost Pepper Infused Vodka,750ml,,100,$19.99 
FLAVORED VODKA,35934,Grey Goose Cherry Noir Vodka,750ml,,80,$29.99 
FLAVORED VODKA,34605,Grey Goose La Poire Vodka,750ml,,80,$29.99 
FLAVORED VODKA,34266,Grey Goose Le Citron Vodka,1L,,80,$45.99 
FLAVORED VODKA,34267,Grey Goose Le Citron Vodka,750ml,,80,$29.99 
FLAVORED VODKA,33670,Grey Goose Le Melon Vodka,50ml,,80,$3.99 
FLAVORED VODKA,33672,Grey Goose Le Melon Vodka,750ml,,80,$29.99 
FLAVORED VODKA,34437,Grey Goose L'orange Vodka,1L,,80,$45.99 
FLAVORED VODKA,34434,Grey Goose L'orange Vodka,375ml,,80,$16.99 
FLAVORED VODKA,34436,Grey Goose L'orange Vodka,750ml,,80,$29.99 
FLAVORED VODKA,35769,Ivanabitch Red Berry Vodka,750ml,,70,$13.89 
FLAVORED VODKA,34449,Ketel One Citroen Vodka,750ml,,80,$29.99 
FLAVORED VODKA,34448,Ketel One Citroen Vodka,1L,,80,$33.99 
FLAVORED VODKA,39915,New Amsterdam Apple Vodka,50ml,,35,$1.29 
FLAVORED VODKA,39919,New Amsterdam Apple Vodka,1.75L,,70,$19.99 
FLAVORED VODKA,40297,New Amsterdam Citron Vodka,750ml,,70,$12.99 
FLAVORED VODKA,40289,New Amsterdam Coconut Vodka,750ml,,70,$12.99 
FLAVORED VODKA,40071,New Amsterdam Mango Vodka,750ml,,70,$12.99 
FLAVORED VODKA,40313,New Amsterdam Peach Vodka,1.75L,,70,$19.99 
FLAVORED VODKA,40594,New Amsterdam Peach Vodka,750ml,,70,$12.99 
FLAVORED VODKA,40593,New Amsterdam Peach Vodka,375ml,,70,$7.99 
FLAVORED VODKA,40195,New Amsterdam Pineapple Vodka,1.75L,,70,$19.99 
FLAVORED VODKA,40193,New Amsterdam Pineapple Vodka,750ml,,70,$12.99 
FLAVORED VODKA,40599,New Amsterdam Red Berry Vodka,750ml,,70,$12.99 
FLAVORED VODKA,35780,Pinnacle Cake Vodka,750ml,,70,$12.99 
FLAVORED VODKA,34643,Pinnacle Cherry Vodka,1.75L,,70,$21.99 
FLAVORED VODKA,34642,Pinnacle Cherry Vodka,750ml,,70,$12.99 
FLAVORED VODKA,35743,Pinnacle Chocolate Whipped Vodka,750ml,,70,$12.99 
FLAVORED VODKA,36215,Pinnacle Cinnabon Vodka,750ml,,70,$12.99 
FLAVORED VODKA,36214,Pinnacle Cinnabon Vodka,50ml,,70,$1.09 
FLAVORED VODKA,34623,Pinnacle Citrus Vodka,1.75L,,70,$21.99 
FLAVORED VODKA,34573,Pinnacle Citrus Vodka,750ml,,70,$12.99 
FLAVORED VODKA,35538,Pinnacle County Fair Cotton Vodka,750ml,,70,$12.99 
FLAVORED VODKA,34782,Pinnacle Grape Vodka,1.75L,,70,$21.99 
FLAVORED VODKA,33559,Pinnacle Habanero,750ml,,70,$13.99 
FLAVORED VODKA,33593,Pinnacle Kiwi Strawberry,375ml,,70,$8.99 
FLAVORED VODKA,35225,Pinnacle Mango Vodka,750ml,,70,$12.99 
FLAVORED VODKA,34640,Pinnacle Orange Vodka,1.75L,,70,$21.99 
FLAVORED VODKA,34697,Pinnacle Orange Vodka,750ml,,70,$12.99 
FLAVORED VODKA,35773,Pinnacle Orange Whipped Vodka,750ml,,70,$12.99 
FLAVORED VODKA,36014,Pinnacle Peach Vodka,50ml,,70,$1.09 
FLAVORED VODKA,36015,Pinnacle Peach Vodka,750ml,,70,$12.99 
FLAVORED VODKA,33703,Pinnacle Pecan Pie Vodka,50ml,,70,$1.09 
FLAVORED VODKA,35953,Pinnacle Pineapple Vodka,750ml,,70,$13.99 
FLAVORED VODKA,33782,Pinnacle Rainbow Sherbet Vodka,50ml,,70,$1.09 
FLAVORED VODKA,34656,Pinnacle Raspberry Vodka,1.75L,,70,$21.99 
FLAVORED VODKA,36164,Pinnacle Salted Caramel Vodka,50ml,,70,$1.09 
FLAVORED VODKA,36165,Pinnacle Salted Caramel Vodka,750ml,,70,$12.99 
FLAVORED VODKA,34628,Pinnacle Strawberry Kiwi Vodka,1.75L,,70,$21.99 
FLAVORED VODKA,34630,Pinnacle Strawberry Kiwi Vodka,750ml,,70,$12.99 
FLAVORED VODKA,33785,Pinnacle Strawberry Shortcake Vodka,50ml,,70,$1.09 
FLAVORED VODKA,35505,Pinnacle Tropical Punch Vodka,750ml,,70,$12.99 
FLAVORED VODKA,35628,Pinnacle Whipped Vodka,1.75L,,70,$21.99 
FLAVORED VODKA,35626,Pinnacle Whipped Vodka,750ml,,70,$12.99 
FLAVORED VODKA,40244,Prairie Organic Cucumber,750ml,,70,$22.99 
FLAVORED VODKA,40853,Pucker Vodka Sour Apple Sass,750ml,,70,$12.99 
FLAVORED VODKA,40446,Pucker Vodka Watermelon Wow,50ml,,70,$1.39 
FLAVORED VODKA,41161,Rain Cucumber Lime Vodka,750ml,,70,$15.99 
FLAVORED VODKA,41167,Rain Honey Mango Melon Vodka,750ml,,70,$15.99 
FLAVORED VODKA,40574,Skinnygirl Cucumber Vodka,750ml,,60,$19.99 
FLAVORED VODKA,40576,Skinnygirl Tangerine Vodka,750ml,,60,$19.99 
FLAVORED VODKA,40489,Skinnygirl White Cherry Vodka,750ml,,60,$19.99 
FLAVORED VODKA,77097,Skyy Barcraft White Sangria,750ml,,60,$17.99 
FLAVORED VODKA,39856,Skyy Infusions Bartlett Pear,750ml,,70,$17.99 
FLAVORED VODKA,39855,Skyy Infusions Bartlett Pear,50ml,,70,$1.19 
FLAVORED VODKA,40831,Skyy Infusions Blood Orange,750ml,,70,$17.99 
FLAVORED VODKA,40804,Skyy Infusions Citrus Vodka,750ml,,70,$17.99 
FLAVORED VODKA,40802,Skyy Infusions Citrus Vodka,1.75L,,70,$27.99 
FLAVORED VODKA,39850,Skyy Infusions Coastal Cranberry,750ml,,70,$17.99 
FLAVORED VODKA,40661,Skyy Infusions Coconut,750ml,,70,$17.99 
FLAVORED VODKA,40835,Skyy Infusions Dragon Fruit,750ml,,70,$17.99 
FLAVORED VODKA,40232,Skyy Infusions Georgia Peach Vodka,750ml,,70,$17.99 
FLAVORED VODKA,40213,Skyy Infusions Georgia Peach Vodka,50ml,,70,$1.19 
FLAVORED VODKA,39943,Skyy Infusions Honeycrisp Apple,750ml,,70,$17.99 
FLAVORED VODKA,40442,Skyy Infusions Moscato Grape Vodka,750ml,,70,$17.99 
FLAVORED VODKA,40440,Skyy Infusions Moscato Grape Vodka,50ml,,70,$1.19 
FLAVORED VODKA,40064,Skyy Infusions Pacific Blueberry,750ml,,70,$17.99 
FLAVORED VODKA,40810,Skyy Infusions Passion Fruit,750ml,,70,$17.99 
FLAVORED VODKA,40821,Skyy Infusions Pineapple,750ml,,70,$17.99 
FLAVORED VODKA,40813,Skyy Infusions Raspberry,750ml,,70,$17.99 
FLAVORED VODKA,40060,Skyy Infusions Texas Grapefruit,750ml,,70,$17.99 
FLAVORED VODKA,40203,Skyy Infusions Vanilla Bean Vodka,750ml,,70,$17.99 
FLAVORED VODKA,40465,Skyy Infusions Wild Strawberry Vodka,750ml,,70,$17.99 
FLAVORED VODKA,40463,Skyy Infusions Wild Strawberry Vodka,50ml,,70,$1.19 
FLAVORED VODKA,77632,Smirnoff Blueberry Vodka,750ml,,70,$12.99 
FLAVORED VODKA,77639,Smirnoff Cherry,1.75L,,70,$21.99 
FLAVORED VODKA,77637,Smirnoff Cherry Vodka,750ml,,70,$12.99 
FLAVORED VODKA,41748,Smirnoff Citrus,1.75L,,80,$21.90 
FLAVORED VODKA,77645,Smirnoff Citrus Vodka,50ml,,70,$1.49 
FLAVORED VODKA,77649,Smirnoff Citrus Vodka,1.75L,,70,$21.99 
FLAVORED VODKA,77647,Smirnoff Citrus Vodka,750ml,,70,$12.99 
FLAVORED VODKA,77648,Smirnoff Citrus Vodka,1L,,0,$19.90 
FLAVORED VODKA,41715,Smirnoff Cranberry,750ml,,70,$12.90 
FLAVORED VODKA,77658,Smirnoff Cranberry,750ml,,70,$12.99 
FLAVORED VODKA,40949,Smirnoff Fluffed Marshmallow,750ml,,60,$14.99 
FLAVORED VODKA,41717,Smirnoff Green Apple,1L,,70,$19.95 
FLAVORED VODKA,77674,Smirnoff Green Apple Vodka,750ml,,70,$12.99 
FLAVORED VODKA,77683,Smirnoff Kissed Caramel,750ml,,70,$14.99 
FLAVORED VODKA,77688,Smirnoff Lime,750ml,,70,$12.99 
FLAVORED VODKA,77700,Smirnoff Orange Vodka,1.75L,,70,$21.99 
FLAVORED VODKA,77698,Smirnoff Orange Vodka,750ml,,70,$12.99 
FLAVORED VODKA,77703,Smirnoff Passion Fruit,750ml,,70,$14.99 
FLAVORED VODKA,77709,Smirnoff Peach Vodka,750ml,,70,$12.99 
FLAVORED VODKA,77902,Smirnoff Peppermint Twist,50ml,,60,$1.49 
FLAVORED VODKA,77903,Smirnoff Peppermint Twist,750ml,,60,$12.99 
FLAVORED VODKA,77741,Smirnoff Raspberry Vodka,1L,,70,$19.99 
FLAVORED VODKA,77742,Smirnoff Raspberry Vodka,1.75L,,70,$21.99 
FLAVORED VODKA,77740,Smirnoff Raspberry Vodka,750ml,,70,$12.99 
FLAVORED VODKA,77956,"Smirnoff Red, White & Berry",750ml,,60,$12.99 
FLAVORED VODKA,77955,"Smirnoff Red, White & Berry",50ml,,60,$1.49 
FLAVORED VODKA,77400,Smirnoff Sorbet Light Lemon,50ml,,60,$0.99 
FLAVORED VODKA,77375,Smirnoff Sorbet Light Mango Passion,750ml,,60,$14.99 
FLAVORED VODKA,77353,Smirnoff Sorbet Light Pineapple Coconut,750ml,,60,$14.99 
FLAVORED VODKA,77351,Smirnoff Sorbet Light Pineapple Coconut,50ml,,60,$0.99 
FLAVORED VODKA,77378,Smirnoff Sorbet Light Raspberry Pomegranate,750ml,,60,$12.99 
FLAVORED VODKA,39892,Smirnoff Sourced Cranberry Apple,750ml,,60,$14.99 
FLAVORED VODKA,39890,Smirnoff Sourced Cranberry Apple,50ml,,60,$1.49 
FLAVORED VODKA,39871,Smirnoff Sourced Pineapple,750ml,,60,$14.99 
FLAVORED VODKA,39869,Smirnoff Sourced Pineapple,50ml,,60,$1.49 
FLAVORED VODKA,77875,Smirnoff Sours Green Apple,750ml,,60,$14.99 
FLAVORED VODKA,77880,Smirnoff Sours Watermelon,750ml,,60,$14.99 
FLAVORED VODKA,40958,Smirnoff Strawberry Vodka,1.75L,,70,$21.99 
FLAVORED VODKA,77842,Smirnoff Strawberry Vodka,750ml,,70,$12.99 
FLAVORED VODKA,77844,Smirnoff Strawberry Vodka,1.75L,,70,$21.99 
FLAVORED VODKA,77847,Smirnoff Vanilla,750ml,,70,$12.99 
FLAVORED VODKA,40948,Smirnoff Watermelon Vodka,1.75L,,70,$21.99 
FLAVORED VODKA,77854,Smirnoff Watermelon Vodka,1.75L,,70,$21.99 
FLAVORED VODKA,77852,Smirnoff Watermelon Vodka,750ml,,70,$12.99 
FLAVORED VODKA,77858,Smirnoff Whipped Cream Vodka,750ml,,60,$14.99 
FLAVORED VODKA,33780,Spud Ginger Lemongrass Vodka,750ml,,70,$24.90 
FLAVORED VODKA,42130,Square One Bergamot,50ml,,80,$3.99 
FLAVORED VODKA,42131,Square One Bergamot,750ml,,80,$31.99 
FLAVORED VODKA,41777,Square One Cucumber,750ml,,80,$31.99 
FLAVORED VODKA,34786,Stolichnaya Blueberry Vodka,750ml,,75,$19.99 
FLAVORED VODKA,34713,Stolichnaya Citros Vodka,750ml,,75,$19.99 
FLAVORED VODKA,34736,Stolichnaya Ohranj Vodka,750ml,,75,$19.99 
FLAVORED VODKA,34737,Stolichnaya Ohranj Vodka,1L,,75,$25.99 
